,track_id,artist_id,artist_name,artist_popularity,artist_followers,artist_genres,instrumentalness,duration_ms,time_signature,acousticness,speechiness,energy,loudness,tempo,key,valence,danceability,liveness
0,3N2AIfVOq6NiTcWHIP4Oco,1p6CdzJRoicjRcSdWoB9Qc,Mitchell Tenpenny,66,24968,"canadian contemporary country,contemporary country,heartland rock,lift kit",0.0,213024,4,0.201,0.0555,0.799,-3.789,86.333,2,0.391,0.386,0.103
1,5wmw9v1S0gbT16R66NNR7N,7EekKnlf2HwNaLLpL9Cpgy,Matt Stell,57,2273,,0.0,211547,4,0.0886,0.0348,0.68,-6.316,140.013,9,0.561,0.609,0.108
2,7kCXmYJeltdnCMMsfwaCsf,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,75,2498065,"contemporary country,country,country road",4.96e-05,225694,4,0.24,0.0288,0.745,-4.753,121.015,2,0.28,0.563,0.11
3,2ZYbPXhx4OCmdTsMThbSEW,147nKr9upHZSSxqCzh9j7c,Jimmie Allen,65,12298,"canadian contemporary country,contemporary country,lift kit",0.0,195053,4,0.75,0.0334,0.464,-8.72,156.051,4,0.523,0.629,0.0853
4,77a5Eu7lC3tG0Sukt2O91U,2lRH2dgU5Kk4Bc5phmII4T,LANCO,67,151728,"canadian contemporary country,contemporary country",9.45e-05,230013,4,0.13,0.0296,0.902,-6.192,124.985,7,0.809,0.659,0.0574
5,2WPE0Z7u5PafvN2aWk5pFl,2wSgVsgLUZeDJwoLcPO7ny,Pistol Annies,63,310563,"contemporary country,country,country dawn,country road,modern country rock",0.00463,174253,4,0.0189,0.044,0.871,-5.774,99.075,9,0.812,0.639,0.0439
6,1kFBLqkTuNKlspkJ1EOGjN,60gmlHZmT16wiO9GiXKYK9,Chris Janson,64,115653,"canadian contemporary country,contemporary country,country road,lift kit,modern country rock,redneck",0.0,207267,4,0.794,0.0409,0.306,-8.431,203.729,0,0.224,0.485,0.122
7,6CyJlVAEFlNdpggOLanytL,4BYxqVkZyFjtik7crYLg5Q,Chris Young,72,1217747,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.0,185440,4,0.0651,0.0453,0.831,-4.774,156.034,8,0.596,0.434,0.119
8,2cxU72H3CkiHJKiJhOj1Rm,1cn7hpmFEpidzWJySGCTJF,John Gurney,55,1696,,1.3e-05,179231,4,0.137,0.0628,0.614,-7.525,80.025,7,0.508,0.731,0.151
9,0HHEbTRgMrtnGQYuKulv1u,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,75,2498065,"contemporary country,country,country road",0.0,213399,4,0.0836,0.0506,0.791,-4.817,128.007,0,0.355,0.471,0.0868
10,3bDXhWsPiFTHtrsMg5faL2,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,78,3413127,"contemporary country,country,country road",0.0,235266,4,0.0104,0.0461,0.949,-1.723,159.985,0,0.797,0.513,0.154
11,6GBndDk0OEpDkmKoSBJyyK,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,79,1071664,"contemporary country,country road",1.77e-06,178733,4,0.00261,0.0289,0.869,-4.905,91.988,4,0.433,0.549,0.29
12,02Df1JGm5Sjh2GmRAl5ClR,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,75,3885175,"contemporary country,country,country road",1.32e-06,288573,4,0.309,0.0287,0.708,-7.045,111.047,11,0.276,0.628,0.109
13,7K0lR5Ngf5jkOWt1g6ut6l,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,78,2646041,"contemporary country,country,country road",0.000227,193067,4,0.035,0.0365,0.88,-4.204,144.057,3,0.483,0.543,0.304
14,6VcXUV6nNDhFHDxJbtNSWx,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,75,2926908,"contemporary country,country,country dawn,dance pop,pop,post-teen pop",0.0,228640,4,0.0112,0.0989,0.865,-4.697,135.115,7,0.325,0.523,0.153
15,31YEIj7d0CNnD6jzvezpzk,68abRTdO4meYReMWHvBYb0,Chris Lane,67,176423,"canadian contemporary country,contemporary country",0.0,207933,4,0.601,0.0615,0.808,-5.749,144.028,1,0.73,0.594,0.119
16,43CFDpciGFDm226POTLEXU,0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,71,772104,"canadian contemporary country,contemporary country,country,country road,modern country rock",1.62e-06,211720,4,0.218,0.0507,0.813,-5.011,173.995,9,0.421,0.423,0.0732
17,698eQRku24PIYPQPHItKlA,718COspgdWOnwOFpJHRZHS,Luke Combs,80,705647,"contemporary country,country road",0.0,183160,4,0.0292,0.0406,0.907,-3.793,150.99,11,0.7,0.533,0.386
18,6IqUm14MgoKbwt6jdGBikH,7tje8UB3cuR1ZfeJx2U38T,Logan Mize,63,32156,"canadian contemporary country,contemporary country,country road,lift kit,modern country rock,redneck",0.0,182084,4,0.117,0.176,0.622,-7.421,100.016,5,0.561,0.672,0.113
19,0ME4uQYTQmovH1v9PbWqW2,64IzKvcuvD2Q06UGawFiuO,Teddy Robb,53,352,,0.0,189267,4,0.106,0.0301,0.688,-4.553,173.793,8,0.411,0.464,0.146
20,1HXy5I3HTWq8OvxCn0z7G7,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,79,1071664,"contemporary country,country road",0.0,179507,4,0.263,0.0306,0.556,-6.544,80.009,9,0.521,0.677,0.105
21,7JK0nPw98vJmgEElMUfg5v,77kULmXAQ6vWer7IIHdGzI,Jordan Davis,68,65280,"canadian contemporary country,contemporary country",0.0,174255,4,0.0227,0.0497,0.893,-3.136,100.031,10,0.667,0.598,0.352
22,6GPr75fYPSkk4PYMG9Qj1A,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,78,620711,contemporary country,0.0,220213,4,0.225,0.0317,0.622,-4.29,135.97,4,0.336,0.567,0.138
23,6eKhWSDPM9cDicwsBCvUwB,0FvJm0y2eHw0aPkLLU3sIG,Filmore,62,6487,"canadian contemporary country,contemporary country,lift kit",0.0,157422,4,0.0463,0.0948,0.573,-6.585,182.14,9,0.525,0.552,0.105
24,4a1oIihVt6xSnDRpgX387M,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,73,1576175,"canadian contemporary country,contemporary country,country,country road,modern country rock",5.42e-06,238493,4,0.00403,0.0972,0.807,-7.221,119.073,5,0.492,0.609,0.0926
25,6viHvc13l9A6Ua6xugpeX6,2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore,68,595771,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.0,228480,4,0.00204,0.0488,0.859,-4.403,148.037,4,0.377,0.487,0.322
26,4Qx06Fzsepmdz2NGSWfZck,718COspgdWOnwOFpJHRZHS,Luke Combs,80,705647,"contemporary country,country road",0.0,193200,4,0.676,0.0262,0.402,-7.431,103.313,11,0.382,0.552,0.0928
27,5HnXcJJbNXQQ7tRlQ9VN1v,1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,71,861594,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.0,189533,4,0.16,0.0871,0.696,-5.05,80.512,7,0.694,0.711,0.17
28,33471tzU1VghDg9zNgGRpz,6y8XlgIV8BLlIg1tT1R10i,Old Dominion,73,410196,"contemporary country,country road",0.0,166573,4,0.152,0.0475,0.867,-5.087,102.018,11,0.964,0.758,0.308
29,3z08d5wXO54ot89xVQgxqO,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,69,82560,"canadian contemporary country,contemporary country,country road,deep talent show,modern country rock",1.19e-06,234293,4,0.397,0.0276,0.671,-4.448,149.986,6,0.7,0.612,0.0984
30,2dwoqUYTy6SOy1dFqcTndC,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,78,2646041,"contemporary country,country,country road",0.000103,202067,4,0.294,0.0306,0.698,-4.817,90.006,8,0.6,0.552,0.0905
31,7q7jyVU0f0hnod8tsaUmxg,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,78,620711,contemporary country,0.0,212745,4,0.328,0.028,0.44,-5.948,136.033,1,0.418,0.631,0.239
32,5AnSllIrgGsCZzZJkVnApx,6pBNfggcZZDCmb0p92OnGn,Chase Rice,67,484475,"canadian contemporary country,contemporary country,country,country road,modern country rock,redneck",0.0,182493,4,0.323,0.0281,0.652,-6.982,97.155,9,0.476,0.606,0.201
33,56eGOeSsqdg3FLxdo83TwV,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,70,860367,"contemporary country,country,country road,modern country rock",0.0,198440,4,0.749,0.0486,0.56,-6.857,140.975,9,0.599,0.655,0.115
34,3ClguHW7ndoVp2ARyXXi9M,2VDsDEKCdNm7c7Ve43Z9gw,Clare Dunn,56,25590,"canadian contemporary country,contemporary country,lift kit",0.0,212120,4,0.486,0.049,0.796,-2.952,183.935,4,0.563,0.432,0.355
35,7M1PQZeyqslVtY5ZiYBGLo,0FvJm0y2eHw0aPkLLU3sIG,Filmore,62,6487,"canadian contemporary country,contemporary country,lift kit",3.05e-06,172534,4,0.107,0.0965,0.75,-4.537,98.987,11,0.911,0.687,0.161
36,3pJkBPHadRAxBBo484RipI,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,78,2241884,"contemporary country,country,country road,modern country rock",2.11e-06,178333,4,0.0147,0.0273,0.531,-7.014,106.992,1,0.417,0.707,0.175
37,68lDOwyMitLVn7fuZD1ggl,7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes,69,782793,"canadian contemporary country,contemporary country,country,country road,modern country rock,neo mellow,pop,post-teen pop",0.0,150893,4,0.0523,0.0612,0.757,-5.202,120.031,1,0.941,0.688,0.0902
38,7ELW8QMNYkoxWskwXMD3WW,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,72,276829,contemporary country,0.0,216533,4,0.0144,0.0362,0.776,-5.271,96.002,11,0.448,0.517,0.113
39,6jqTb1OLC379SqjjIB0Ukg,54lUDwCk35ihJuK3yJCqHA,James Barker Band,59,35091,"canadian contemporary country,canadian country",0.00179,199640,4,0.000171,0.0279,0.84,-6.044,112.99,0,0.545,0.641,0.109
40,446Jufq5oOCwOSXbkqq5yD,1By9QBFnjZAoI83BZppHlt,Billy Currington,70,1163213,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.0,182133,4,0.00385,0.0298,0.761,-4.579,99.986,0,0.819,0.705,0.186
41,0bPnT6i9H1p8Vd85GS6Z7I,4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,71,603470,"contemporary country,country,country road,modern country rock",0.0,172253,4,0.113,0.0281,0.757,-3.561,96.016,7,0.727,0.628,0.263
42,6HdZquZOX4YcDlAP7GKD2A,3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,79,506021,"contemporary country,indonesian jazz,pop",0.0,192840,4,0.0144,0.0547,0.713,-7.148,95.999,9,0.468,0.644,0.0829
43,2BgunkkepMPFpArQj1Dx5s,2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins,68,750827,"contemporary country,country,country road,modern country rock,redneck",0.0,160991,4,0.00719,0.0582,0.904,-3.808,124.102,7,0.637,0.564,0.528
44,3hcuw44nHQY18cmidrDadf,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,69,82560,"canadian contemporary country,contemporary country,country road,deep talent show,modern country rock",1.75e-06,234347,4,0.364,0.0286,0.68,-4.582,149.992,6,0.702,0.615,0.115
45,41KPpw0EZCytxNkmEMJVgr,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.825,169920,4,0.0075,0.0368,0.781,-6.564,125.026,0,0.622,0.802,0.147
46,043bfUkTydw0xJ5JjOT91w,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.0021,403493,4,0.0144,0.0463,0.88,-4.051,129.007,2,0.338,0.632,0.118
47,7KcYYk6TO9mEjvo30kHjhr,6iBOcuDTJKItKor6YfzZa9,Hard Rock Sofa,39,35435,"big room,electro house,progressive electro house",0.87,361919,4,1.85e-05,0.0473,0.965,-3.882,128.016,0,0.182,0.605,0.0669
48,5C9lsQZH5KLbJvDHdZYmJH,6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,66,636263,"big room,dance pop,deep big room,edm,electro house,progressive electro house,progressive house,tropical house",0.156,373795,4,0.0479,0.0503,0.561,-7.004,124.999,4,0.102,0.648,0.0781
49,6arFFKBD9mDfJ0hYFcSYtm,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.0149,305448,4,0.000368,0.0572,0.842,-6.691,125.003,7,0.58,0.727,0.088
50,3kpRKt2ts3fWcbYxm1L0VV,4FqPRilb0Ja0TKG3RS3y4s,Steve Angello,64,388359,"big room,deep big room,disco house,edm,electro house,house,progressive electro house,progressive house,tropical house",0.927,308421,4,0.000215,0.138,0.878,-5.577,128.035,4,0.272,0.625,0.0847
51,50UbdW7jGXhtMbnrYNtW1K,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.0021,403493,4,0.0144,0.0463,0.88,-4.051,129.007,2,0.338,0.632,0.118
52,2Khfa0AhjWjhP1Ah6Uf23n,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,89,16158053,"permanent wave,pop",0.00775,408829,4,0.000635,0.0585,0.871,-5.703,125.022,9,0.293,0.631,0.545
53,34pqzecbnQR6JtpbKg4eXb,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.103,351440,4,0.00761,0.0811,0.657,-6.707,125.023,2,0.211,0.842,0.0579
54,5sOqiScW6J4nEGVzbzTuzs,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.947,422170,4,0.000702,0.0673,0.959,-8.215,126.001,2,0.744,0.804,0.0749
55,65hRZOQkVjmBdusz1N7aOv,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.0,213338,4,0.0144,0.0474,0.665,-7.598,126.879,0,0.4,0.507,0.0759
56,4xTIknzHtjrqRQ1hlL2T8W,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.000249,410897,4,0.00314,0.112,0.734,-6.216,126.995,0,0.241,0.654,0.0802
57,0wm3QDJX7EedYpc6B9kHGG,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.156,313239,4,0.00142,0.1,0.951,-4.796,124.99,9,0.51,0.721,0.127
58,7bLLmLbsMARl7lUFxL0cOb,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,69,2578488,"big room,dance pop,edm,electro house,pop,pop rap,progressive electro house",0.0691,402558,4,0.00124,0.0563,0.728,-5.319,124.998,9,0.311,0.73,0.0552
59,6wWaVoUOzLQJHd3bWAUpdZ,5f7VJjfbwm532GiveGC0ZK,Lil Baby,91,1006948,"rap,trap music",0.0,194732,4,0.0716,0.282,0.69,-5.327,132.064,1,0.914,0.757,0.192
60,6vN77lE9LK6HP2DewaN6HZ,5f7VJjfbwm532GiveGC0ZK,Lil Baby,91,1006948,"rap,trap music",0.0,142273,4,0.035,0.53,0.346,-9.309,119.958,5,0.562,0.964,0.108
61,4qKcDkK6siZ7Jp1Jb4m0aL,4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,79,525693,"hip hop,pop,pop rap,rap,southern hip hop,trap music,vapor trap",5.86e-05,181263,4,0.00104,0.27,0.581,-7.495,140.022,10,0.595,0.922,0.105
62,05KOgYg8PGeJyyWBPi5ja8,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.0,218674,4,0.0621,0.448,0.492,-7.588,141.953,10,0.208,0.617,0.484
63,6CfrYuD3YRDYdYvH9jNtXY,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.0,149569,4,0.0626,0.234,0.627,-6.764,97.076,10,0.52,0.919,0.529
64,5mCPDVBb16L4XQwDdbRUpz,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.0862,298941,4,0.304,0.039,0.459,-11.556,111.963,11,0.372,0.804,0.11
65,13e6f8t7RKXuxZ0JdaaJRG,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.00969,107673,4,0.755,0.104,0.354,-10.461,123.152,11,0.205,0.719,0.349
66,7y6c07pgjZvtHI9kuMVqk1,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.422,250337,4,0.0896,0.0493,0.729,-9.138,123.009,5,0.844,0.78,0.104
67,76gUmNLXGQVOsGhfcshkFP,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.00968,205163,4,0.235,0.193,0.527,-10.4,105.86,7,0.319,0.834,0.632
68,2XlHu0HcujBCkWMdIAvrqt,3TVXtAsR1Inumwj472S9r4,Drake,100,29607320,"canadian hip hop,canadian pop,hip hop,pop rap,rap",7.4e-06,216558,4,0.0521,0.0497,0.548,-8.062,98.017,7,0.392,0.724,0.104
69,5WvAo7DNuPRmk4APhdPzi8,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,82,3280557,"dance pop,dirty south rap,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap music",0.0,260000,5,0.0733,0.342,0.76,-4.706,135.702,0,0.639,0.552,0.0865
70,0pwYLVXVknPSGUQb39cePC,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,229467,4,0.0807,0.0997,0.873,-3.382,139.691,0,0.613,0.571,0.361
71,190jyVPHYjAqEaOGmMzdyk,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",5.27e-05,227987,4,0.000704,0.0593,0.843,-4.87,128.002,0,0.534,0.601,0.0681
72,0n8ob8S72lvznoVfiwz4qL,5he5w2lnU9x7JFhnwcekXX,Skrillex,81,6886635,"brostep,complextro,edm,electro",4.21e-06,242520,4,0.0457,0.0607,0.744,-5.097,139.2,4,0.199,0.435,0.123
73,6gcA4zzG6FnMEgPSDKbAMs,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,199227,4,0.0255,0.077,0.794,-6.178,113.0,7,0.854,0.736,0.322
74,4AMnUGvZUVJgDuY7rOPzUZ,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,238133,4,0.0237,0.0536,0.689,-8.461,110.065,0,0.463,0.675,0.178
75,1m6FkAtWVloxIRHKl7pBDP,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,202960,4,0.238,0.268,0.763,-3.984,79.079,10,0.589,0.563,0.141
76,00IH8ZjI9ZGB51WRX1Oesj,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,203613,3,0.067,0.168,0.487,-8.444,72.674,7,0.474,0.609,0.166
77,4kP50JQmyFrl9pLSmnFPZr,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",4.36e-05,231413,5,0.5,0.099,0.707,-7.546,136.25,5,0.506,0.356,0.232
78,5YNf9s8WE3iF33YaFNrgpa,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,203800,4,0.827,0.0462,0.36,-10.656,124.911,8,0.738,0.778,0.104
79,16YdPF3ZGFIfouwajAhv6C,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,187680,4,0.849,0.189,0.286,-8.99,178.262,9,0.667,0.531,0.0978
80,49rJsV4jSGjCLoks1fvzhP,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,90,25630993,"canadian pop,dance pop,pop,post-teen pop",0.0,221693,4,0.798,0.035,0.307,-9.193,135.596,11,0.454,0.519,0.0853
81,2y5aJvzXhHPA94U5GFAcXe,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",1.48e-05,245653,4,0.0578,0.0534,0.452,-8.366,117.962,0,0.096,0.737,0.187
82,5LTGmestwpHZ1BfCmpFQJx,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",2.59e-05,203511,4,0.501,0.0368,0.569,-7.979,154.007,5,0.54,0.706,0.095
83,7jhlKPpAUqgV1m6AOTO19U,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.000642,185790,1,0.00434,0.0533,0.635,-4.476,89.856,0,0.301,0.446,0.122
84,000xQL6tZNLJzIrtIgxqSl,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.0,188491,4,0.131,0.0644,0.627,-6.029,120.963,7,0.524,0.748,0.0852
85,22ps3KimZMRByWUdG6bLO8,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.0,226118,4,0.0855,0.0538,0.911,-3.433,123.925,10,0.4,0.716,0.14
86,48nh50nmRNsBgPKINTvVmd,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",8.8e-05,202000,4,0.24,0.0667,0.761,-5.151,119.947,10,0.38,0.545,0.0781
87,7aqtvaCgMfxCyNwlreGcrF,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.0,210265,4,0.00306,0.0662,0.791,-5.418,112.904,10,0.554,0.551,0.0765
88,5rBZF2fl4Avi4K0tvrQ0YF,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",1.56e-05,173868,4,0.383,0.147,0.426,-9.228,159.963,7,0.587,0.666,0.109
89,7jhlKPpAUqgV1m6AOTO19U,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.000642,185790,1,0.00434,0.0533,0.635,-4.476,89.856,0,0.301,0.446,0.122
90,5LTGmestwpHZ1BfCmpFQJx,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",2.59e-05,203511,4,0.501,0.0368,0.569,-7.979,154.007,5,0.54,0.706,0.095
91,6kOMzR2AzmOxVK8QDVW8aD,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",1.1e-06,209033,4,0.0764,0.0922,0.722,-5.078,99.94,7,0.617,0.594,0.202
92,6kQzmbSkHGexuwD9D3zNom,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,83,6122667,"dance pop,electropop,pop,post-teen pop",0.000325,202412,4,0.00136,0.0405,0.799,-4.342,115.936,11,0.247,0.656,0.131
93,4w8niZpiMy6qz1mntFA5uM,540vIaP2JwjQb9dm3aArA4,DJ Snake,89,3537812,"dance pop,edm,electronic trap,pop,tropical house",3.33e-06,212500,4,0.153,0.229,0.798,-4.206,95.948,1,0.591,0.841,0.0618
94,4hQ6UGyWQIGJmHSo0J88JW,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",1.68e-06,207905,4,0.0945,0.0486,0.724,-4.856,102.061,6,0.508,0.601,0.12
95,0tBbt8CrmxbjRP0pueQkyU,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,197993,4,0.129,0.0432,0.807,-4.59,124.946,11,0.305,0.72,0.183
96,12GEpg2XOPyqk03JZEZnJs,23fqKkggKUBHNkbKtXEls4,Kygo,88,3966100,"edm,pop,tropical house",0.0,220781,4,0.119,0.0706,0.533,-6.596,99.968,0,0.515,0.64,0.0864
97,2fZQIJew3nkNe99s2PKzul,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,214648,4,0.189,0.0713,0.414,-6.408,121.032,1,0.728,0.965,0.0767
98,4lnAN2S1fcI0SjxEbksZVr,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",3.59e-06,186113,4,0.0198,0.0639,0.611,-4.474,123.006,2,0.285,0.707,0.0651
99,2dRvMEW4EwySxRUtEamSfG,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,227360,4,0.053,0.0377,0.789,-4.874,83.066,7,0.621,0.616,0.142
100,1QNoKVgA758HFLu3TW2q7R,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",5.87e-05,217907,4,0.00795,0.0404,0.884,-5.488,120.012,10,0.398,0.757,0.0973
101,6B9bgML1RCTwVEeaLvMIu4,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,249080,4,0.623,0.0331,0.408,-7.163,126.712,7,0.165,0.375,0.123
102,1WoEJfK8R4vcVOi3pLDx0H,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.000637,213427,4,0.00315,0.104,0.736,-5.959,106.01,7,0.717,0.711,0.0731
103,7t8229E3fBwp12ZpqK2BgJ,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.00355,221853,4,0.0207,0.053,0.867,-5.26,109.972,10,0.245,0.684,0.0733
104,4Hin3OHk7LQet8DCOD2UZ3,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,207733,4,0.189,0.0903,0.974,-3.585,120.041,1,0.766,0.74,0.0849
105,5DkPTGTwl8hXuvreetQAmf,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,167480,4,0.2,0.119,0.902,-4.209,166.926,1,0.496,0.652,0.716
106,7oIGPzZ1TGlFbdG4nDI3uo,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",0.0,246400,4,0.128,0.0862,0.732,-4.966,124.888,1,0.527,0.684,0.184
107,1QNoKVgA758HFLu3TW2q7R,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,91,12418109,"dance pop,pop,post-teen pop",5.87e-05,217907,4,0.00795,0.0404,0.884,-5.488,120.012,10,0.398,0.757,0.0973
108,6dn9ndETOjczUSQO5UhKJa,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,68,3222689,"dance pop,pop,post-teen pop,viral pop",0.0,195267,4,0.0562,0.0508,0.923,-2.849,101.025,4,0.725,0.676,0.147
